ciclo_siglas,video_recurso_id,tipo_recurso_youtube,video_titulo,canal,tipo_canal,idioma,subtitulos,youtube_video_id,youtube_playlist_id,youtube_url,canal_url,tema_principal,fiabilidad_1_5,motivo_fiabilidad,estado_url,estado_embed,permite_descarga,modo_uso,ultima_revision,notas_recurso,duracion_minutos_verificada,visitas_verificadas,fecha_verificacion_metricas,fuente_metricas,calidad_verificacion_metricas,canal_fiable,cumple_min_45m,cumple_min_300k,relevancia_directa_ciclo,es_short_o_microvideo,estado_curacion_ia,accion_recomendada_ia,motivo_reemplazo,tipo_encaje_sustituto,video_sustituto_id,video_sustituto_titulo,video_sustituto_url,publicar_como_principal,regla_automatica_ia
TSAF,YT-FORMS-001,video,Google Forms: crear encuestas y analizar respuestas,GCFAprendeLibre,organizacion_educativa,es,revisar_en_youtube,szlGX3MseWc,,https://www.youtube.com/watch?v=szlGX3MseWc,https://www.youtube.com/@GCFAprendeLibre,encuestas_formularios,4.0,Tutorial educativo específico para formularios y recogida de datos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=szlGX3MseWc,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
TSAF,YT-HYPERTROPHY-001,video,"Cómo programar la hipertrofia: volumen, intensidad y frecuencia",Fit Generation,centro_formativo_especializado_verificado,es,revisar_en_youtube,USHkpBe0L3k,,https://www.youtube.com/watch?v=USHkpBe0L3k,https://www.youtube.com/@FitGeneration,hipertrofia_volumen_intensidad_frecuencia,4.5,Contenido capitulado y orientado a formación de entrenadores.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,79,263000,2026-08-05,https://www.youtube.com/watch?v=USHkpBe0L3k,APROXIMADA,SI,SI,NO,SI,NO_VERIFICADO,SOLO_COMPLEMENTARIO_FIABLE,MOVER_A_COMPLEMENTARIO,No cumple el filtro estricto: visitas inferiores a 300.000.,,,,,NO,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=SOLO_COMPLEMENTARIO_FIABLE
TSAF,YT-IAD-MAYORES-001,video,Videotutorial: tareas de actividad física para adultos y mayores,Instituto Andaluz del Deporte / Junta de Andalucía,organismo_publico_oficial,es,revisar_en_youtube,DTAz-DkU-FE,,https://www.youtube.com/watch?v=DTAz-DkU-FE,https://ws226.juntadeandalucia.es/afmayores/,actividad_fisica_adultos_mayores_adaptacion,5.0,Videotutorial oficial del Instituto Andaluz del Deporte para acceder y aplicar su material de tareas para adultos y mayores.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,Sirve como acceso guiado al recurso oficial; completar con una selección concreta de tareas y criterios de seguridad.,,,,https://www.youtube.com/watch?v=DTAz-DkU-FE,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
TSAF,YT-PHYSIOWODS-PLAYLIST-001,playlist,"PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,profesional_salud_y_formacion,es,revisar_en_youtube,,PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube.com/@PHYSIOWODS,movilidad_fisiologia_comunicacion_gestion,4.0,"Entrevistas y contenidos con profesionales de fisioterapia, entrenamiento y fisiología.",curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,Seleccionar y fijar el vídeo concreto del episodio antes de publicar una lección definitiva.,,,,,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,SI_PLAYLIST_O_SIN_VIDEO_UNICO,REEMPLAZAR_INMEDIATAMENTE,BUSCAR_NUEVO_CANDIDATO,Es una playlist o no tiene un vídeo único auditable; no permite garantizar duración y repercusión por recurso.,,,,,NO,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REEMPLAZAR_INMEDIATAMENTE
TSAF,YT-RCP-001,video,Reanimación cardiopulmonar y uso del DEA,Cruz Roja Española,organizacion_humanitaria_oficial,es,revisar_en_youtube,yUsVWNTQif8,,https://www.youtube.com/watch?v=yUsVWNTQif8,https://www.youtube.com/@CruzRojaEsp,rcp_dea_emergencias,5.0,Fuente institucional especializada en primeros auxilios.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=yUsVWNTQif8,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
TSAF,YT-STRENGTH-001,video,Cómo programar el entrenamiento de fuerza,Fit Generation,centro_formativo_especializado_verificado,es,revisar_en_youtube,eAnc33YC0n8,,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube.com/@FitGeneration,programacion_fuerza_carga_progresion,4.5,Canal formativo especializado en fitness y entrenamiento basado en evidencia.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,75,13861,2026-08-05,https://www.youtube.com/watch?v=eAnc33YC0n8,VERIFICADA,SI,SI,NO,SI,NO_VERIFICADO,SOLO_COMPLEMENTARIO_FIABLE,MOVER_A_COMPLEMENTARIO,No cumple el filtro estricto: visitas inferiores a 300.000.,,,,,NO,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=SOLO_COMPLEMENTARIO_FIABLE
MARKETING_PUBLICIDAD,YT-CANVA-BRAND-001,video,Kit de marca en Canva,Canva Latinoamérica,empresa_oficial,es,revisar_en_youtube,havARJ_ZQg8,,https://www.youtube.com/watch?v=havARJ_ZQg8,https://www.youtube.com/@CanvaLatinoamerica,identidad_visual_branding,5.0,Canal oficial de Canva para Latinoamérica.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=havARJ_ZQg8,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,DIRECTO,YT-CANVA-VALERIA-001,MEGA CURSO de Canva GRATIS - Tutorial completo desde cero,https://www.youtube.com/watch?v=fdxnEr61Z5c,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
MARKETING_PUBLICIDAD,YT-DRIVE-001,video,"Curso completo de Google Drive: organizar, compartir y colaborar",Carlos Cortés Academy,creador_educativo,es,revisar_en_youtube,xBaRjZUVSgc,,https://www.youtube.com/watch?v=xBaRjZUVSgc,https://www.youtube.com/@CarlosCortesAcademy,archivos_nube_colaboracion,4.0,Curso largo con demostración práctica y capítulos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=xBaRjZUVSgc,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
MARKETING_PUBLICIDAD,YT-EXCEL-001,video_largo,Curso Completo de Excel Gratis,A2 Capacitación: Excel,creador_formativo_verificado,es,revisar_en_youtube,m8i4fMUCpK0,,https://www.youtube.com/watch?v=m8i4fMUCpK0,,Excel,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",120,2030653,2026-08-05,https://www.youtube.com/watch?v=m8i4fMUCpK0,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
MARKETING_PUBLICIDAD,YT-FORMS-001,video,Google Forms: crear encuestas y analizar respuestas,GCFAprendeLibre,organizacion_educativa,es,revisar_en_youtube,szlGX3MseWc,,https://www.youtube.com/watch?v=szlGX3MseWc,https://www.youtube.com/@GCFAprendeLibre,encuestas_formularios,4.0,Tutorial educativo específico para formularios y recogida de datos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=szlGX3MseWc,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
MARKETING_PUBLICIDAD,YT-GA4-001,video,Google Analytics 4 Tutorial for Beginners,Analytics Mania,especialista_verificado,en,si_revisar_idioma,mKu6FI53BxE,,https://www.youtube.com/watch?v=mKu6FI53BxE,https://www.youtube.com/@AnalyticsMania,ga4_medicion_conversiones,4.5,Canal especializado y reconocido en Google Analytics; curso capitulado.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=mKu6FI53BxE,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
MARKETING_PUBLICIDAD,YT-HUBSPOT-CRM-001,video,HubSpot CRM para principiantes,HubSpot Español,empresa_oficial,es,revisar_en_youtube,RXbOwk1l2T8,,https://www.youtube.com/watch?v=RXbOwk1l2T8,https://www.youtube.com/@HubSpotEspanol,crm_leads_pipeline,5.0,Tutorial oficial de CRM y gestión de contactos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=RXbOwk1l2T8,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
MARKETING_PUBLICIDAD,YT-HUBSPOT-EMAIL-001,video,Email marketing: estrategia y ejecución,HubSpot Español,empresa_oficial,es,revisar_en_youtube,U8izqPoZMWg,,https://www.youtube.com/watch?v=U8izqPoZMWg,https://www.youtube.com/@HubSpotEspanol,email_marketing,5.0,Formación del proveedor oficial de la plataforma.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=U8izqPoZMWg,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
MARKETING_PUBLICIDAD,YT-HUBSPOT-MKT-001,video,"Curso de Marketing Hub: CRM, formularios, anuncios, email y analítica",HubSpot Español,empresa_oficial,es,revisar_en_youtube,Ama6IGE6tIs,,https://www.youtube.com/watch?v=Ama6IGE6tIs,https://www.youtube.com/@HubSpotEspanol,marketing_hub_crm_ads_email_analytics,5.0,Curso oficial de la plataforma con demostraciones y capítulos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=Ama6IGE6tIs,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,SUGERIR_SUSTITUTO_REVISION_EDITORIAL,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal. El sustituto propuesto cubre el bloque de forma parcial y requiere revisión editorial.,PARCIAL_NO_AUTOMATICO,YT-MKT-DIGITAL-YONEY-001,CURSO DE MARKETING DIGITAL - COMPLETO,https://www.youtube.com/watch?v=V92Jx72x88c,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
MARKETING_PUBLICIDAD,YT-HUBSPOT-PERSONA-001,video,Cómo crear un buyer persona,HubSpot Español,empresa_oficial,es,revisar_en_youtube,-xm2vgPHdHg,,https://www.youtube.com/watch?v=-xm2vgPHdHg,https://www.youtube.com/@HubSpotEspanol,buyer_persona_segmentacion,5.0,Canal oficial de HubSpot en español.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=-xm2vgPHdHg,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,SUGERIR_SUSTITUTO_REVISION_EDITORIAL,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal. El sustituto propuesto cubre el bloque de forma parcial y requiere revisión editorial.,PARCIAL_NO_AUTOMATICO,YT-MARKETING-YONEY-001,CURSO DE MARKETING - COMPLETO,https://www.youtube.com/watch?v=iHaxFWiW9v8,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
MARKETING_PUBLICIDAD,YT-SEMRUSH-001,video,Tutorial de Semrush: fundamentos de investigación SEO,Semrush en español,empresa_oficial,es,revisar_en_youtube,SSlqtLQ5xJQ,,https://www.youtube.com/watch?v=SSlqtLQ5xJQ,https://www.youtube.com/@SemrushEsp,seo_investigacion_palabras_clave_competencia,5.0,Tutorial publicado por el canal oficial de Semrush en español.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=SSlqtLQ5xJQ,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
MARKETING_PUBLICIDAD,YT-POWERBI-DATDATA-001,video_largo,Cómo usar Power BI: tutorial desde cero,datdata,creador_formativo_verificado,es,revisar_en_youtube,pwJuFbyhZFE,,https://www.youtube.com/watch?v=pwJuFbyhZFE,,Power BI y análisis de datos,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,recurso_apoyo,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",60,2640851,2026-08-05,https://www.youtube.com/watch?v=pwJuFbyhZFE,VERIFICADA,SI,SI,SI,PARCIAL,NO,APROBADO_APOYO,MANTENER,,,,,,NO_USAR_COMO_CURSO_NUCLEAR,PUBLICAR_SOLO_COMO_APOYO
MARKETING_PUBLICIDAD,YT-CANVA-VALERIA-001,video_largo,MEGA CURSO de Canva GRATIS - Tutorial completo desde cero,Valeria Digital,creador_formativo_verificado,es,revisar_en_youtube,fdxnEr61Z5c,,https://www.youtube.com/watch?v=fdxnEr61Z5c,,Canva y diseño de contenidos,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",164,638640,2026-08-05,https://www.youtube.com/watch?v=fdxnEr61Z5c,APROXIMADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
MARKETING_PUBLICIDAD,YT-MKT-DIGITAL-YONEY-001,video_largo,CURSO DE MARKETING DIGITAL - COMPLETO,Yoney Gallardo,creador_formativo_verificado,es,revisar_en_youtube,V92Jx72x88c,,https://www.youtube.com/watch?v=V92Jx72x88c,,Marketing digital,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",245,1141676,2026-08-05,https://www.youtube.com/watch?v=V92Jx72x88c,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
MARKETING_PUBLICIDAD,YT-MARKETING-YONEY-001,video_largo,CURSO DE MARKETING - COMPLETO,Yoney Gallardo,creador_formativo_verificado,es,revisar_en_youtube,iHaxFWiW9v8,,https://www.youtube.com/watch?v=iHaxFWiW9v8,,"Fundamentos de marketing, consumidor, marca y plan",5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",205,3073176,2026-08-05,https://www.youtube.com/watch?v=iHaxFWiW9v8,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
ADMINISTRACION_FINANZAS,YT-AEAT-VERIFACTU-001,video,Así es VERI*FACTU,Agencia Tributaria,organismo_publico_oficial,es,revisar_en_youtube,jjwGyYH5ZSM,,https://www.youtube.com/watch?v=jjwGyYH5ZSM,https://sede.agenciatributaria.gob.es/Sede/iva/sistemas-informaticos-facturacion-verifactu/informacion-general/videos.html,facturacion_verifactu_cumplimiento_fiscal,5.0,Vídeo oficial de la Agencia Tributaria sobre el sistema VERI*FACTU.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=jjwGyYH5ZSM,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
ADMINISTRACION_FINANZAS,YT-ANDROID-DATA-001,video,How to build a data layer,Android Developers,fabricante_oficial,en,si_revisar_idioma,P125nWICYps,,https://www.youtube.com/watch?v=P125nWICYps,https://www.youtube.com/@AndroidDevelopers,android_data_layer_architecture,5.0,Canal oficial Android; arquitectura y capa de datos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,10,6370,2026-08-05,https://www.youtube.com/watch?v=P125nWICYps,APROXIMADA,SI,NO,NO,NO,SI,REEMPLAZAR_INMEDIATAMENTE,ELIMINAR_ASIGNACION,El recurso no está relacionado directamente con este ciclo formativo.,,,,,NO,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REEMPLAZAR_INMEDIATAMENTE
ADMINISTRACION_FINANZAS,YT-CANVA-BRAND-001,video,Kit de marca en Canva,Canva Latinoamérica,empresa_oficial,es,revisar_en_youtube,havARJ_ZQg8,,https://www.youtube.com/watch?v=havARJ_ZQg8,https://www.youtube.com/@CanvaLatinoamerica,identidad_visual_branding,5.0,Canal oficial de Canva para Latinoamérica.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=havARJ_ZQg8,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
ADMINISTRACION_FINANZAS,YT-DRIVE-001,video,"Curso completo de Google Drive: organizar, compartir y colaborar",Carlos Cortés Academy,creador_educativo,es,revisar_en_youtube,xBaRjZUVSgc,,https://www.youtube.com/watch?v=xBaRjZUVSgc,https://www.youtube.com/@CarlosCortesAcademy,archivos_nube_colaboracion,4.0,Curso largo con demostración práctica y capítulos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=xBaRjZUVSgc,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
ADMINISTRACION_FINANZAS,YT-EXCEL-001,video_largo,Curso Completo de Excel Gratis,A2 Capacitación: Excel,creador_formativo_verificado,es,revisar_en_youtube,m8i4fMUCpK0,,https://www.youtube.com/watch?v=m8i4fMUCpK0,,Excel,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",120,2030653,2026-08-05,https://www.youtube.com/watch?v=m8i4fMUCpK0,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
ADMINISTRACION_FINANZAS,YT-FILES-001,video,Cómo organizar archivos en la computadora | Computación básica,Ronal Mañuico - Computación y Tecnología,creador_educativo,es,revisar_en_youtube,mrN082rtsL0,,https://www.youtube.com/watch?v=mrN082rtsL0,https://www.youtube.com/@RonalManuico,archivos_carpetas_organizacion,4.0,"Tutorial específico, práctico y orientado a principiantes.",curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=mrN082rtsL0,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
ADMINISTRACION_FINANZAS,YT-HUBSPOT-CRM-001,video,HubSpot CRM para principiantes,HubSpot Español,empresa_oficial,es,revisar_en_youtube,RXbOwk1l2T8,,https://www.youtube.com/watch?v=RXbOwk1l2T8,https://www.youtube.com/@HubSpotEspanol,crm_leads_pipeline,5.0,Tutorial oficial de CRM y gestión de contactos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=RXbOwk1l2T8,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
ADMINISTRACION_FINANZAS,YT-SAGE-BANK-001,video,Conexión bancaria y conciliación en Sage,Sage Customer Support,empresa_oficial,es,revisar_en_youtube,EzTd4WfrDGE,,https://www.youtube.com/watch?v=EzTd4WfrDGE,https://www.youtube.com/@SageCustomerSupport,bancos_conciliacion_tesoreria,5.0,Canal oficial de soporte del fabricante.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=EzTd4WfrDGE,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,SUGERIR_SUSTITUTO_REVISION_EDITORIAL,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal. El sustituto propuesto cubre el bloque de forma parcial y requiere revisión editorial.,PARCIAL_NO_AUTOMATICO,YT-CONTABILIDAD-FELIPE-001,Aprende Contabilidad en 2 HORAS,https://www.youtube.com/watch?v=ZwCO7tHz1vw,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
